INFO 2026-05-19 15:42:56,780 autoreload 17304 6612 Watching for file changes with StatReloader
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\rest_framework\generics.py", line 203, in get
    return self.list(request, *args, **kwargs)
           ~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\accounts\views.py", line 169, in list
    .order_by('-created_at')
     ~~~~~~~~^^^^^^^^^^^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\db\models\query.py", line 1701, in order_by
    obj.query.add_ordering(*field_names)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\db\models\sql\query.py", line 2249, in add_ordering
    self.names_to_path(item.split(LOOKUP_SEP), self.model._meta)
    ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\Munna\Munna\icommerce\icommerce\backend\venv\Lib\site-packages\django\db\models\sql\query.py", line 1768, in names_to_path
    raise FieldError(
    ...<2 lines>...
    )
django.core.exceptions.FieldError: Cannot resolve keyword 'created_at' into field. Choices are: cart_subtotal, customer_email, customer_name, customer_phone, delivery_date, delivery_slot, delivery_slot_id, fulfillment, id, items, order_number, ordered_at, original_subtotal, payment, payment_status, promo_discount, shipping_address, shipping_address_id, shipping_method, shipping_method_id, status, total_amount, tracking_number, updates, user, user_id, wholesale_user, wholesale_user_id
ERROR 2026-05-21 11:04:00,373 basehttp 8228 2728 "GET /api/auth/orders/ HTTP/1.1" 500 145510
INFO 2026-05-21 11:04:01,338 basehttp 8228 18640 "OPTIONS /api/auth/notifications/ HTTP/1.1" 200 0
INFO 2026-05-21 11:04:01,339 basehttp 8228 2728 "OPTIONS /api/auth/notifications/ HTTP/1.1" 200 0
INFO 2026-05-21 11:04:01,360 basehttp 8228 18640 "GET /api/auth/notifications/ HTTP/1.1" 200 52
INFO 2026-05-21 11:04:01,380 basehttp 8228 18640 "GET /api/auth/notifications/ HTTP/1.1" 200 52
WARNING 2026-05-21 11:04:02,084 basehttp 8228 18640 "GET /api/auth/wishlist/ HTTP/1.1" 404 8984
WARNING 2026-05-21 11:04:02,108 basehttp 8228 18640 "GET /api/auth/wishlist/ HTTP/1.1" 404 8984
INFO 2026-05-21 11:04:05,863 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:04:12,439 views 8228 11292 CategoryViewSet.list called with params: <QueryDict: {}>
INFO 2026-05-21 11:04:12,440 basehttp 8228 11468 "GET /api/products/ HTTP/1.1" 200 349
INFO 2026-05-21 11:04:12,457 views 8228 11292 Successfully returned 4 categories
INFO 2026-05-21 11:04:12,461 basehttp 8228 11292 "GET /api/products/categories/ HTTP/1.1" 200 270
INFO 2026-05-21 11:04:15,298 basehttp 8228 11468 "GET /api/products/ HTTP/1.1" 200 349
INFO 2026-05-21 11:04:15,300 views 8228 11292 CategoryViewSet.list called with params: <QueryDict: {}>
INFO 2026-05-21 11:04:15,310 views 8228 11292 Successfully returned 4 categories
INFO 2026-05-21 11:04:15,311 basehttp 8228 11292 "GET /api/products/categories/ HTTP/1.1" 200 270
WARNING 2026-05-21 11:04:15,349 basehttp 8228 12672 "GET /api/homepage/ HTTP/1.1" 404 4630
INFO 2026-05-21 11:04:15,854 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
WARNING 2026-05-21 11:04:17,815 basehttp 8228 11468 "GET /api/wholesale/content/ HTTP/1.1" 404 4657
INFO 2026-05-21 11:04:25,878 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:04:35,865 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:04:46,830 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:04:56,830 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:05:06,823 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:05:16,851 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:05:26,849 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:05:36,852 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:06:33,456 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:06:36,845 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:06:46,818 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:06:56,868 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:07:05,925 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:07:16,844 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:07:26,823 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:07:45,823 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:08:24,487 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:08:25,886 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:08:36,838 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:08:46,862 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:08:56,839 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:09:06,840 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:09:16,852 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:09:26,828 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:09:36,817 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:10:17,439 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:10:26,874 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:10:36,847 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:10:46,855 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:10:56,827 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:11:06,836 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:11:17,103 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:11:45,830 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:12:29,743 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:12:35,879 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:12:45,860 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:12:55,861 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:06,820 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:16,840 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:26,825 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:36,848 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:46,825 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:13:56,833 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:14:45,822 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:15:43,492 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:15:45,927 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:15:56,829 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:16:06,836 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:16:19,446 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:16:26,831 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:16:45,028 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:17:45,840 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:18:45,841 basehttp 8228 18640 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:19:14,439 autoreload 8228 18196 D:\Munna\Munna\icommerce\icommerce\backend\backend\urls.py changed, reloading.
INFO 2026-05-21 11:19:17,938 autoreload 7612 14400 Watching for file changes with StatReloader
INFO 2026-05-21 11:19:45,866 basehttp 7612 1352 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:04,585 autoreload 7612 14400 D:\Munna\Munna\icommerce\icommerce\backend\backend\urls.py changed, reloading.
INFO 2026-05-21 11:20:07,281 autoreload 14632 18416 Watching for file changes with StatReloader
INFO 2026-05-21 11:20:13,338 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:15,876 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:25,867 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:36,827 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:46,831 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:20:56,819 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:21:06,823 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:21:16,837 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:21:26,827 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:21:45,836 basehttp 14632 20008 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:22:17,942 autoreload 14632 18416 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\models.py changed, reloading.
INFO 2026-05-21 11:22:23,640 autoreload 6688 12924 Watching for file changes with StatReloader
INFO 2026-05-21 11:22:42,701 autoreload 6688 12924 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\serializers.py changed, reloading.
INFO 2026-05-21 11:22:45,310 autoreload 17256 19040 Watching for file changes with StatReloader
INFO 2026-05-21 11:22:46,126 basehttp 17256 15504 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:23:25,831 autoreload 17256 19040 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\models.py changed, reloading.
INFO 2026-05-21 11:23:31,674 autoreload 13768 16956 Watching for file changes with StatReloader
INFO 2026-05-21 11:23:35,596 autoreload 13768 16956 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\models.py changed, reloading.
INFO 2026-05-21 11:23:40,423 autoreload 13316 18724 Watching for file changes with StatReloader
INFO 2026-05-21 11:23:45,863 basehttp 13316 7560 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:24:23,565 basehttp 13316 7560 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:24:25,869 basehttp 13316 7560 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
WARNING 2026-05-21 11:24:26,902 basehttp 13316 8708 "GET /api/site-config/ HTTP/1.1" 404 4796
INFO 2026-05-21 11:24:26,915 basehttp 13316 17920 "GET /api/wholesale/content/ HTTP/1.1" 200 82
WARNING 2026-05-21 11:24:26,931 basehttp 13316 19344 "GET /api/site-config/footer/ HTTP/1.1" 404 4817
WARNING 2026-05-21 11:24:27,075 basehttp 13316 8708 "GET /api/website/site-config/ HTTP/1.1" 404 23020
WARNING 2026-05-21 11:24:28,128 basehttp 13316 7560 "GET /api/delivery-charge/ HTTP/1.1" 404 4808
INFO 2026-05-21 11:24:28,164 basehttp 13316 11896 "OPTIONS /api/auth/profile/ HTTP/1.1" 200 0
INFO 2026-05-21 11:24:28,287 basehttp 13316 11896 "GET /api/auth/profile/ HTTP/1.1" 200 294
INFO 2026-05-21 11:24:28,513 basehttp 13316 17864 "GET /api/products/ HTTP/1.1" 200 349
INFO 2026-05-21 11:24:28,515 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:24:38,351 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:24:48,344 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:24:58,340 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:08,846 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:18,839 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:28,828 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:38,825 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:48,836 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:25:58,839 basehttp 13316 11896 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:26:20,231 autoreload 13316 18724 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\serializers.py changed, reloading.
INFO 2026-05-21 11:26:25,506 autoreload 7892 7468 Watching for file changes with StatReloader
INFO 2026-05-21 11:26:45,887 basehttp 7892 15216 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
WARNING 2026-05-21 11:27:28,620 basehttp 7892 7600 "GET /api/site-config/ HTTP/1.1" 404 4796
WARNING 2026-05-21 11:27:28,700 basehttp 7892 19444 "GET /api/site-config/footer/ HTTP/1.1" 404 4817
WARNING 2026-05-21 11:27:28,746 basehttp 7892 7600 "GET /api/website/site-config/ HTTP/1.1" 404 23020
INFO 2026-05-21 11:27:29,858 basehttp 7892 15216 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:27:42,899 autoreload 7892 7468 D:\Munna\Munna\icommerce\icommerce\backend\wholesale\serializers.py changed, reloading.
INFO 2026-05-21 11:27:46,347 autoreload 10548 14104 Watching for file changes with StatReloader
INFO 2026-05-21 11:27:47,420 basehttp 10548 4940 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:28:03,695 basehttp 10548 4940 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
WARNING 2026-05-21 11:28:07,692 basehttp 10548 17716 "GET /api/site-config/ HTTP/1.1" 404 4796
INFO 2026-05-21 11:28:07,703 basehttp 10548 108 "GET /api/wholesale/content/ HTTP/1.1" 200 82
WARNING 2026-05-21 11:28:07,750 basehttp 10548 12060 "GET /api/site-config/footer/ HTTP/1.1" 404 4817
WARNING 2026-05-21 11:28:07,777 basehttp 10548 17716 "GET /api/website/site-config/ HTTP/1.1" 404 23020
WARNING 2026-05-21 11:28:08,922 basehttp 10548 4940 "GET /api/delivery-charge/ HTTP/1.1" 404 4808
INFO 2026-05-21 11:28:09,096 basehttp 10548 4596 "GET /api/products/ HTTP/1.1" 200 349
INFO 2026-05-21 11:28:09,110 basehttp 10548 6336 "GET /api/auth/profile/ HTTP/1.1" 200 294
INFO 2026-05-21 11:28:09,212 basehttp 10548 6336 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:28:19,210 basehttp 10548 6336 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:28:29,225 basehttp 10548 6336 "GET /api/auth/notifications/unread-count/ HTTP/1.1" 200 17
INFO 2026-05-21 11:28:33,710 basehttp 10548 6336 "OPTIONS /api/wholesale/auth/register/ HTTP/1.1" 200 0
ERROR 2026-05-21 11:28:38,553 log 10548 6336 Internal Server Error: /api/wholesale/auth/register/
Traceback (most recent call last):
